team,warner_score,path
"A&M-Corpus Christi",4422,",'Warner','North Florida','Lipscomb','Queens (NC)','Austin Peay','North Ala.','Samford','VMI','Pittsburgh','Notre Dame','Elon','N.C. A&T','Hampton','Col. of Charleston','William & Mary','Delaware','Hofstra','Monmouth','Lehigh','Loyola Maryland','Lafayette','American','Navy','Coppin St.','Rider','Stony Brook','George Mason','Duquesne','DePaul','Seton Hall','Butler','Creighton','Xavier','Georgetown','St. John's (NY)','Wagner','Le Moyne','Niagara','Detroit Mercy','Milwaukee','Robert Morris','Youngstown St.','Western Mich.','Ohio','App State','Miami (OH)','Toledo','Oakland','Boise St.','San Jose St.','Utah St.','Charlotte','Rice','UTSA','Bradley','Washington St.','Pacific','Hawaii','CSU Bakersfield','Southern Utah','UTRGV','McNeese','South Dakota St.','Alabama','Florida','Florida A&M','Southern U.','Prairie View','Grambling','Norfolk St.','Virginia-Lynchburg','N.C. Central','Howard','South Carolina St.','Marshall','Purdue','Indiana','Wisconsin','Holy Cross','Bucknell','Kentucky','Texas','Texas A&M','UCF','Baylor','Gonzaga','West Virginia','Kansas St.','Kansas','BYU','TCU','Iowa St.','Arizona','Davidson','Bowling Green','Bellarmine','Wyoming','Air Force','LIU','Winthrop','Radford','Saint Francis','Central Conn. St.','UMass Lowell','Vermont','Dartmouth','New Hampshire','Massachusetts','Louisiana Tech','Liberty','Sam Houston','FIU','New Mexico St.','Western Ky.','Michigan','Washington','Southern California','UCLA','Idaho St.','Montana','UNI','North Texas','Oregon St.','Portland','UC Santa Barbara','CSUN','UC San Diego','UC Irvine','UC Riverside','St. Francis (IL)','UIC','James Madison','Georgia St.','Mississippi St.','Southeastern La.','Gardner-Webb','Ga. Southern','Southern Miss.','ULM','Coastal Carolina','Old Dominion','Boston College','South Carolina','Missouri','Georgia','Marquette','Stonehill','FDU','Miami (FL)','SMU','Louisville','Georgia Tech','Virginia','California','Syracuse','Tennessee','Vanderbilt','Oklahoma','Northwestern St.','East Texas A&M','Nicholls','Lamar University','UIW','South Alabama','Central Mich.','Buffalo','Morgan St.','UMBC','Boston U.','Colgate','Cornell','Harvard','Penn','UMES','Arkansas','Little Rock','Illinois','Nebraska','Iowa','Maryland','Villanova','UConn','Dayton','Ball St.','SIUE','Southern Ind.','Western Ill.','Lindenwood','Southeast Mo. St.','Eastern Ill.','Valparaiso','Murray St.','Belmont','Illinois St.','Evansville','Ohio St.','Minnesota','Omaha','North Dakota St.','West Ga.','FGCU','Stetson','The Citadel','Furman','UNC Greensboro','UTEP','Utah Valley','North Dakota','Bethune-Cookman','Jackson St.','Texas Southern','Nevada','LMU (CA)','San Francisco','Santa Clara','San Diego','Long Beach St.','UC Davis','Pepperdine','Cal St. Fullerton','Cal Poly','Arizona St.','Utah','Texas Tech','Northern Colo.','Portland St.','Eastern Wash.','Northern Ariz.','Stanford','Merrimack','Princeton','Loyola Chicago','Saint Louis','Saint Joseph's','Delaware St.','Mount St. Mary's','Quinnipiac','Siena','St. Bonaventure','George Washington','Louisiana','UAB','Alcorn','Mississippi Val.','Ark.-Pine Bluff','Alabama A&M','Alabama St.','UNLV','New Mexico','Fresno St.','Colorado St.','Denver','St. Thomas (MN)','Green Bay','IU Indy','Wright St.','Purdue Fort Wayne','Cleveland St.','NJIT','Bryant','Grand Canyon','California Baptist','Seattle U','UT Arlington','Tarleton St.','Iona','Manhattan','Fairfield','Canisius','Sacred Heart','Brown','Maine','Fordham','UAlbany','Army West Point','Duke','Wake Forest','Florida St.','Virginia Tech','Penn St.','Clemson','Charleston So.','USC Upstate','High Point','Pfeiffer','Campbell','Longwood','Presbyterian','Tennessee Tech','UT Martin','Morehead St.','Ky. Christian','Wofford','ETSU','Western Caro.','Mercer','Chicago St.','Mercyhurst','Kent St.','Akron','Yale','Columbia','Rutgers','Oregon','Michigan St.','Memphis','Arkansas St.','Troy','LaGrange','Jacksonville St.','Middle Tenn.','Kennesaw St.','Abilene Christian','Montana St.','Wichita St.','South Fla.','Tulsa','Missouri St.','Southern Ill.','Indiana St.','Fla. Atlantic','Tulane','East Carolina','Mount Olive','UNCW','Drexel','La Salle','Northeastern','Towson','Saint Mary's (CA)','Stanislaus St.','Sacramento St.','Weber St.','Idaho','Kansas City','Oral Roberts','Ole Miss','LSU','New Orleans'"
"AUM",4454,",'Warner','North Florida','FGCU','Eastern Ky.','Pittsburgh','Mississippi St.','Alabama','Oregon','Washington','Michigan St.','Samford','Arizona','Colorado','Utah','Iowa','Wisconsin','Penn St.','Southern California','UCLA','Rider','Delaware','UNCW','USC Upstate','NC State','Georgia Tech','Wake Forest','Duke','Kentucky','Oklahoma','Tennessee','Ole Miss','Grambling','Pepperdine','Cal St. Fullerton','CSU Bakersfield','California','SMU','Florida A&M','TCU','UCF','California Baptist','Fresno St.','San Jose St.','Utah St.','Colorado St.','UC Riverside','Santa Clara','LMU (CA)','Wyoming','Boise St.','New Mexico','New Mexico St.','Middle Tenn.','Lipscomb','Bellarmine','Southern Ind.','Western Ill.','Morehead St.','Southeast Mo. St.','Bradley','UIC','James Madison','Norfolk St.','Virginia-Lynchburg','Howard','Delaware St.','Coppin St.','Morgan St.','Xavier','Georgetown','Seton Hall','UConn','Dayton','Massachusetts','UMass Boston','New Hampshire','Maine','Vermont','Binghamton','Fordham','Rhode Island','George Washington','Richmond','VCU','St. Bonaventure','George Mason','Central Mich.','Stony Brook','St. Joseph's (L.I.)','Hofstra','Hampton','William & Mary','Campbell','N.C. A&T','Virginia Tech','Boston College','The Citadel','Vanderbilt','Arkansas','Oakland','Cleveland St.','Michigan','Illinois','Maryland','Alcorn','Ark.-Pine Bluff','Kansas St.','New Orleans','Houston Christian','SFA','Nicholls','Seattle U','Eastern Wash.','South Dakota St.','Kansas City','Montana St.','Northern Colo.','St. Thomas (MN)','Wofford','VMI','Davidson','Saint Joseph's','Saint Louis','Loyola Chicago','Duquesne','DePaul','Villanova','Columbia','Cornell','Siena','UAlbany','Army West Point','Colgate','Loyola Maryland','Boston U.','Holy Cross','Virginia','Notre Dame','North Dakota','Utah Valley','Southern Utah','Northern Ariz.','Eastern Mich.','Detroit Mercy','IU Indy','Wright St.','Green Bay','Purdue Fort Wayne','Radford','South Carolina','Missouri','Memphis','East Carolina','Rice','UTSA','Tulane','Belmont','Illinois St.','NIU','Bowling Green','Toledo','Youngstown St.','Presbyterian','Longwood','Winthrop','UNC Asheville','Central Ark.','Stetson','North Ala.','Northwestern St.','Lamar University','UIW','South Alabama','ULM','Georgia St.','Austin Peay','UT Arlington','Abilene Christian','Baylor','Iowa St.','Kansas','Creighton','Nebraska','Purdue','Ohio St.','Indiana St.','Evansville','UNI','Valparaiso','Murray St.','Charlotte','ETSU','Western Caro.','Marquette','St. John's (NY)','Bryant','Stonehill','Chicago St.','FDU','LIU','Mercyhurst','Kent St.','Miami (OH)','Western Mich.','Buffalo','Akron','Princeton','Brown','Harvard','Northeastern','Col. of Charleston','Monmouth','Temple','Sacred Heart','Merrimack','Canisius','Iona','Manhattan','Marist','UMBC','UMass Lowell','NJIT','Bucknell','Navy','American','North Carolina','Miami (FL)','Stanford','Cal Poly','Hawaii','CSUN','Long Beach St.','San Francisco','Pacific','Idaho','Montana','Weber St.','Portland St.','San Diego','Saint Mary's (CA)','Washington St.','Gonzaga','Arizona St.','Texas Tech','Texas A&M','Florida','South Fla.','Bethune-Cookman','Gardner-Webb','High Point','App State','Louisiana','Arkansas St.','Marshall','Southern Miss.','Coastal Carolina','Ga. Southern','Texas St.','Fla. Atlantic','Drake','Missouri St.','Oral Roberts','Tulsa','Little Rock','Lindenwood','East-West U.','Tennessee St.','Western Ky.','FIU','Jacksonville St.','Columbia Int'l','Furman','Montreat','UT Martin','Alabama St.','Jackson St.','Texas Southern','Sam Houston','UTEP','Liberty','CarolinaU','N.C. Central','West Virginia','BYU','Providence','Indiana','Northwestern','Rutgers','Saint Peter's','Mount St. Mary's','Quinnipiac','Niagara','Lafayette','Lehigh','Saint Francis','Central Conn. St.','Le Moyne','Dartmouth','Penn','Yale','Minnesota','Omaha','South Dakota','North Dakota St.','Southern Ill.','Louisiana Tech','Southern U.','East Texas A&M','Southeastern La.','A&M-Corpus Christi','Houston','San Diego St.','UNLV','Nevada','Air Force','Sacramento St.','Oregon St.','Portland','UC Santa Barbara','Mississippi Val.','LSU','Texas','Georgia','Tennessee Tech','West Ga.','Jacksonville','Trinity Baptist','Mercer','Chattanooga','UNC Greensboro','Elon','Drexel','Towson','Robert Morris','Northern Ky.','Cincinnati','Oklahoma St.','Tarleton St.','Florida St.','Clemson','Charleston So.','UTRGV','McNeese','Biblical Stud. (TX)','Prairie View','Alabama A&M','UAB'"
"Abilene Christian",4351,",'Warner','North Florida','Queens (NC)','Utah','Houston','Baylor','Gonzaga','Oregon St.','Col. of Charleston','UNCW','Hampton','Loyola Maryland','American','UAlbany','New Hampshire','Binghamton','Penn St.','Penn','Villanova','Columbia','Brown','Princeton','Wright St.','Cleveland St.','Michigan','Minnesota','Michigan St.','Memphis','Tulane','Wichita St.','Kansas City','Oral Roberts','Denver','Portland','Washington St.','San Francisco','Pacific','Santa Clara','Washington','Indiana','Louisville','Stanford','Grand Canyon','Utah Valley','West Ga.','Jacksonville','Trinity Baptist','Florida A&M','TCU','Vanderbilt','Arkansas','Tennessee','Norfolk St.','William & Mary','Campbell','Evansville','North Texas','Temple','Buffalo','Western Mich.','SIUE','Illinois','Duke','Wake Forest','Boston College','SMU','Syracuse','Georgetown','Butler','Providence','Davidson','VCU','Seton Hall','Monmouth','Youngstown St.','SFA','East Texas A&M','Northwestern St.','Southern-N.O.','Nicholls','Cincinnati','Northern Ky.','Purdue','Yale','Rhode Island','Massachusetts','George Washington','Old Dominion','Arizona','Oklahoma St.','Nevada','UNLV','Wyoming','Boise St.','South Dakota St.','St. Thomas (MN)','UC Riverside','UC Santa Barbara','Long Beach St.','Cal St. Fullerton','UC Irvine','Weber St.','Sacramento St.','Montana St.','Idaho','Idaho St.','Montana','UNI','Southern Ill.','Southern Ind.','Eastern Ill.','Tennessee St.','Western Ky.','FIU','New Mexico St.','Jacksonville St.','Toledo','Oakland','Purdue Fort Wayne','IU Indy','Robert Morris','Canisius','Niagara','Lafayette','Lehigh','Boston U.','Army West Point','Manhattan','Presbyterian','UNC Asheville','Virginia-Lynchburg','N.C. Central','Morgan St.','Coppin St.','South Carolina St.','South Carolina','Alabama','Ole Miss','Grambling','Mississippi Val.','Tulsa','Fla. Atlantic','South Fla.','Ark.-Pine Bluff','Southern U.','Nebraska','Iowa','Wisconsin','Chicago St.','Mercyhurst','Air Force','Northern Colo.','Eastern Wash.','California Baptist','Southern Utah','Tarleton St.','Utah Tech','Bethesda (CA)','CSU Bakersfield','Cal Poly','California','North Carolina','Pittsburgh','Virginia','Notre Dame','Georgia Tech','UMBC','Vermont','Dartmouth','Le Moyne','St. Bonaventure','Saint Louis','Jackson St.','Iowa St.','Colorado','Arizona St.','Kansas','Creighton','Texas A&M','Kentucky','Ohio St.','Indiana St.','Bradley','Drake','Miami (FL)','Mount St. Mary's','Quinnipiac','Stonehill','Central Conn. St.','Northeastern','Towson','Kent St.','Louisiana','Southern Miss.','Arkansas St.','Marshall','James Madison','Ga. Southern','Texas St.','Central Mich.','Miami (OH)','Ohio','Middle Tenn.','Murray St.','Charlotte','Rice','Alcorn','Utah St.','Fresno St.','Prairie View','UAB','Longwood','Winthrop','Gardner-Webb','Wofford','Samford','Mercer','Western Caro.','Furman','Montreat','UT Martin','Morehead St.','Little Rock','Southeast Mo. St.','Lindenwood','New Orleans','Houston Christian','ULM','Georgia St.','Austin Peay','Bellarmine','Central Ark.','North Ala.','Auburn','Georgia','Missouri','Texas','Saint Joseph's','La Salle','UIC','East Carolina','UTSA','North Dakota','Southeastern La.','A&M-Corpus Christi','Hawaii','CSUN','UC San Diego','Seattle U','UT Arlington','Liberty','UTEP','Sam Houston','Louisiana Tech','Kennesaw St.','Bryan','Tennessee Tech','UTRGV','Lamar University','UIW','Northern Ariz.','Pepperdine','LMU (CA)','Colorado St.','New Mexico','San Jose St.','Southern California','Saint Mary's (CA)','Chattanooga','Lipscomb','Duquesne','Maine','Richmond','Marist','Iona','Sacred Heart','Fairfield','Merrimack','Rider','Stony Brook','N.C. A&T','Hofstra','Florida St.','Clemson','Charleston So.','USC Upstate','Coastal Carolina','South Alabama','Western Ill.','South Dakota','North Dakota St.','Omaha','Alabama St.','Akron','Bowling Green','Ball St.','NIU','DePaul','St. John's (NY)','Harvard','Cornell','Siena','Holy Cross','Colgate','Drexel','Howard','Delaware St.','Virginia Tech','Navy','Washington Col.','VMI','UNC Greensboro','ETSU','Eastern Ky.','Stetson','The Citadel','St. Andrews','App State','Troy','Oregon','UCLA','Maryland','UMES','UConn','Dayton','Saint Francis','Wagner','FDU','LIU','UMass Lowell','NJIT','Bryant','Delaware','Bucknell','Radford','High Point','Missouri St.','Belmont','Valparaiso','Illinois St.','McNeese','Mississippi St.','Bethune-Cookman','West Virginia','Kansas St.','BYU','Texas Tech','UCF','Milwaukee','Detroit Mercy','Loyola Chicago','Fordham','George Mason','Marquette','Xavier','Texas Southern'"
"Air Force",4349,",'Warner','North Florida','SIUE','Southeast Mo. St.','Chattanooga','Mercer','Winthrop','High Point','Missouri St.','Illinois St.','George Washington','American','North Carolina','SMU','California Baptist','Middle Tenn.','Belmont','Indiana St.','Bradley','UIC','UNI','Washington St.','Santa Clara','Nevada','LMU (CA)','Prairie View','Alabama A&M','Georgia','Florida','Jacksonville','Lipscomb','Central Ark.','Austin Peay','Queens (NC)','BYU','Houston','West Virginia','Arizona St.','Oklahoma St.','Texas Tech','TCU','Colorado St.','Fresno St.','Wyoming','Boise St.','San Francisco','Memphis','East Carolina','Fla. Atlantic','Tulane','New Orleans','East Texas A&M','Purdue Fort Wayne','Oakland','Defiance','Miami (OH)','Buffalo','Bryant','UAlbany','Vermont','Fairfield','Merrimack','Butler','Seton Hall','Monmouth','Towson','Delaware','Hofstra','Temple','Boston College','Virginia','Tennessee','Illinois','Southern California','California','Louisville','UTEP','Tarleton St.','Grand Canyon','Abilene Christian','Montana St.','Idaho','UC San Diego','San Diego','Rider','Canisius','Marist','New Hampshire','Massachusetts','La Salle','Duquesne','DePaul','Creighton','Georgetown','Notre Dame','Florida St.','Duke','Clemson','Miami (FL)','Charleston So.','North Ala.','FGCU','Furman','VMI','Wofford','Samford','Arizona','Wisconsin','UTRGV','Lamar University','Nicholls','Louisiana','Old Dominion','UMES','Arkansas','Missouri','Auburn','Iowa St.','Morgan St.','Xavier','Michigan','Purdue','Texas A&M','Kentucky','Alabama','Arkansas St.','Troy','Southern Miss.','Coastal Carolina','Marshall','Western Ky.','Liberty','Mississippi Val.','Alcorn','Ark.-Pine Bluff','UIW','South Alabama','ULM','Houston Christian','Southeastern La.','Northwestern St.','LSU','Texas','Vanderbilt','Oklahoma','Stetson','FIU','New Mexico St.','Pepperdine','Gonzaga','Pacific','Colorado','Northern Colo.','Montana','Idaho St.','Portland St.','St. Thomas (MN)','Chicago St.','FDU','LIU','Stonehill','Central Conn. St.','Sacred Heart','Dartmouth','Yale','Emerson','UMass Lowell','NJIT','Villanova','UConn','Dayton','St. Bonaventure','George Mason','Central Mich.','Valparaiso','Evansville','Ball St.','Eastern Mich.','Akron','Omaha','South Dakota St.','Long Beach St.','UNC Greensboro','ETSU','Eastern Ky.','Pittsburgh','NC State','Georgia Tech','Wake Forest','Coppin St.','Howard','South Carolina St.','Delaware St.','Columbia','Harvard','Penn','Navy','Bucknell','Army West Point','Colgate','App State','William & Mary','Campbell','Northeastern','Stony Brook','Brown','Holy Cross','Lafayette','Loyola Maryland','Hampton','N.C. A&T','Virginia Tech','Penn St.','Washington','Michigan St.','Bowling Green','Toledo','Kent St.','Western Mich.','North Dakota St.','Southern Ill.','Murray St.','Charlotte','Col. of Charleston','Rhode Island','Fordham','Loyola Chicago','Saint Joseph's','Saint Louis','Wichita St.','South Fla.','Bethune-Cookman','Florida A&M','Alabama St.','Texas Southern','Biblical Stud. (TX)','Grambling','Cincinnati','Kansas St.','UCF','Kansas','Utah','Baylor','Norfolk St.','Virginia-Lynchburg','N.C. Central','Longwood','Gardner-Webb','Presbyterian','UNC Asheville','Radford','South Carolina','Mississippi St.','McNeese','North Texas','UTSA','Little Rock','Morehead St.','Lindenwood','Tennessee St.','Southern Ind.','Western Ill.','South Dakota','Oral Roberts','Kansas City','North Dakota','Eastern Wash.','Northern Ariz.','Stanford','Cal Poly','Cal St. Fullerton','CSU Bakersfield','UC Santa Barbara','CSUN','UC Irvine','Oregon St.','Portland','Princeton','Wright St.','Green Bay','Cleveland St.','Youngstown St.','IU Indy','Robert Morris','Northern Ky.','Detroit Mercy','Tulsa','Rice','UNT Dallas','UT Arlington','Utah Valley','Weber St.','Oregon','UCLA','Maryland','Ohio St.','Northwestern','Eastern Ill.','Indiana','Nebraska','Iowa','Southern U.','Champion Chris.','UT Martin','A&M-Corpus Christi','Hawaii','LIFE Pacific','San Jose St.','Utah St.','New Mexico','St. John's (NY)','Wagner','Rutgers','Saint Peter's','Siena','Iona','Mount St. Mary's','Quinnipiac','Niagara','Manhattan','Le Moyne','Saint Francis','Mercyhurst'"
"Akron",4402,",'Warner','North Florida','Queens (NC)','Mercer','Furman','Kansas','Kansas St.','Wichita St.','Kansas City','Iowa St.','Morgan St.','Howard','Delaware St.','Providence','Hampton','George Washington','N.C. A&T','Stony Brook','Campbell','Delaware','Hofstra','Massachusetts','Florida St.','North Carolina','Clemson','Florida A&M','Jackson St.','Ark.-Pine Bluff','Alcorn','Mississippi Val.','LSU','Georgia','Georgia Tech','Boston College','Temple','UAB','Fla. Atlantic','Col. of Charleston','Oregon St.','Portland','UC Santa Barbara','UC Davis','Grand Canyon','Louisiana Tech','Louisiana','Rice','UNT Dallas','UT Arlington','Utah Tech','Seattle U','UTEP','Middle Tenn.','Murray St.','Belmont','Valparaiso','DePaul','Creighton','Georgetown','UConn','Sacred Heart','Miami (OH)','Michigan','Wake Forest','Detroit Mercy','Youngstown St.','Western Mich.','NIU','Ohio','App State','High Point','UNC Asheville','Winthrop','Charleston So.','USC Upstate','Virginia Tech','California','Cornell','Dartmouth','Boston U.','Lafayette','Lehigh','Northwestern','Wisconsin','Illinois','Alabama','Arkansas','Missouri','Texas','Florida','Tennessee','Montana','Idaho St.','Arizona St.','BYU','Cincinnati','Oklahoma St.','West Virginia','Colorado','Eastern Wash.','North Dakota','Southeastern La.','Houston Christian','Northern Ariz.','Idaho','Northern Colo.','Air Force','UNLV','Colorado St.','UC Riverside','UC Irvine','CSUN','Long Beach St.','CSU Bakersfield','Hawaii','UC San Diego','James Madison','South Alabama','ULM','Texas St.','Abilene Christian','California Baptist','UCF','Utah','Iowa','Rider','Quinnipiac','UMass Lowell','New Hampshire','Maine','UAlbany','Army West Point','Bucknell','Loyola Maryland','American','Navy','Holy Cross','Colgate','Harvard','Penn','George Mason','Rhode Island','Fordham','Saint Louis','Santa Clara','LMU (CA)','Pacific','Illinois St.','Indiana St.','Bradley','Evansville','Ohio St.','Auburn','Texas A&M','Mississippi St.','Butler','St. John's (NY)','Wagner','Stonehill','Mercyhurst','Columbia','Rutgers','Indiana','Oregon','Minnesota','Cleveland St.','Northern Ky.','Milwaukee','Oakland','Boise St.','New Mexico','New Mexico St.','Western Ky.','Kennesaw St.','San Jose St.','Western Ill.','SIUE','Southern Ind.','UT Martin','Tennessee Tech','Southeast Mo. St.','Eastern Ill.','Eastern Ky.','Bellarmine','VMI','Wofford','Duke','UIW','A&M-Corpus Christi','UTRGV','McNeese','South Dakota St.','Omaha','Southern Utah','UCLA','Nebraska','Purdue','Marquette','Central Mich.','Arizona','Canisius','Niagara','Siena','Jacksonville','FGCU','St. Bonaventure','Loyola Chicago','Duquesne','Dayton','Davidson','VCU','Seton Hall','Monmouth','Elon','William & Mary','NC State','Syracuse','Louisville','Ole Miss','Southern U.','Alabama A&M','Alabama St.','Southern Miss.','Montana St.','Portland St.','Weber St.','Utah Valley','Tarleton St.','Baylor','Gonzaga','San Diego','Saint Mary's (CA)','Utah St.','Wyoming','Texas Tech','Saint Joseph's','Central Conn. St.','Saint Francis','Robert Morris','Wright St.','IU Indy','Lindenwood','Morehead St.','Chattanooga','Lipscomb','Kentucky','Vanderbilt','Nevada','Washington St.','Washington','Michigan St.','Samford','ETSU','Western Caro.','UNC Greensboro','Virginia-Lynchburg','N.C. Central','Georgia St.','Troy','Old Dominion','Radford','Presbyterian','Miami (FL)','Stanford','Pittsburgh','SMU','Virginia','Notre Dame','Buffalo','Vermont','Bryant','Brown','Princeton','Yale','Fairfield','Iona','Manhattan','FDU','LIU','Mount St. Mary's','Maryland','Villanova','Xavier','Texas Southern','Bethune-Cookman','Gardner-Webb','Charlotte','UTSA','Tulane','East Carolina','North Texas','Texas Wesleyan','SFA','Nicholls','Lamar University','East Texas A&M','Northwestern St.','Southern-N.O.','Grambling','Pepperdine','Cal St. Fullerton','Cal Poly','San Francisco','Stanislaus St.','Sacramento St.','Denver','St. Thomas (MN)','South Dakota','North Dakota St.','Southern Ill.','UNI','Drake','Missouri St.','Tulsa','South Fla.','Stetson','The Citadel','St. Andrews','Liberty','Jacksonville St.','Toledo','Kent St.','Bowling Green','Ball St.','Richmond','Mount Olive','UNCW','Drexel','Towson','UMBC','Penn St.','Coppin St.','UMES','Norfolk St.','South Carolina St.','South Carolina','Oklahoma','Central Ark.','North Ala.','Austin Peay','West Ga.','Ga. Southern','Coastal Carolina','Arkansas St.'"
"Alabama",4332,",'Warner','North Florida','Lipscomb','North Ala.','West Ga.','Samford','Furman','Seattle U','Western Ky.','Middle Tenn.','Bradley','Washington St.','Fresno St.','Air Force','Wright St.','Oakland','Defiance','Toledo','Kent St.','Niagara','Siena','Canisius','Marist','Harvard','Northeastern','Elon','Campbell','Ohio St.','Northwestern','UNLV','Wyoming','Texas Tech','UCF','Kansas','BYU','Providence','St. Bonaventure','Duquesne','Dayton','Massachusetts','George Washington','La Salle','Drexel','William & Mary','Towson','Morgan St.','Xavier','Creighton','Nebraska','Purdue','Southern California','Maryland','Bucknell','Lehigh','Saint Francis','Stonehill','UMass Lowell','Gonzaga','Oregon St.','Pepperdine','Weber St.','Eastern Wash.','Montana','UNI','Southern Ill.','Belmont','Drake','UIC','East Carolina','Temple','Villanova','FDU','Central Conn. St.','Chicago St.','Radford','UNC Asheville','Ohio','Eastern Mich.','Texas St.','Old Dominion','Georgia St.','James Madison','Norfolk St.','UMES','Arkansas','South Carolina','LSU','Mississippi St.','Florida','South Fla.','Memphis','Virginia','St. John's (NY)','Kansas St.','Oklahoma St.','West Virginia','Mercyhurst','San Francisco','Saint Mary's (CA)','LMU (CA)','Pacific','Idaho','Montana St.','Denver','Cal St. Fullerton','UC Santa Barbara','UC Riverside','UC Irvine','UC Davis','CSU Bakersfield','CSUN','Long Beach St.','UTEP','FIU','Howard','UMBC','Penn St.','Clemson','Louisville','Georgia Tech','Florida St.','California','Sacramento St.','Omaha','Abilene Christian','Tarleton St.','Utah Valley','North Dakota','Kansas City','American','Saint Joseph's','George Mason','Marquette','Butler','Wisconsin','App State','Ga. Southern','South Alabama','Western Ill.','UT Martin','Le Moyne','A&M-Corpus Christi','UTRGV','Lamar University','Akron','Milwaukee','Purdue Fort Wayne','IU Indy','Lindenwood','Ole Miss','Auburn','North Carolina','Stanford','Duke','Kentucky','Missouri','Oklahoma','Alcorn','Utah','Iowa St.','Colorado','Arizona St.','St. Thomas (MN)','South Dakota','Utah Tech','Southern Utah','Northern Ariz.','Oral Roberts','Tulsa','Loyola Chicago','Saint Louis','Wofford','Western Caro.','Mercer','Stetson','Queens (NC)','Gardner-Webb','Presbyterian','Manhattan','Army West Point','Colgate','Lafayette','Navy','Boston U.','Holy Cross','Maine','Brown','Princeton','Dartmouth','Yale','Penn','Cornell','Columbia','Rutgers','Oregon','Illinois','Washington','Michigan','Wake Forest','USC Upstate','Coastal Carolina','Arkansas St.','Rice','UTSA','Little Rock','Morehead St.','NJIT','New Hampshire','Fairfield','Sacred Heart','Mount St. Mary's','Quinnipiac','Merrimack','Rider','NC State','Coppin St.','High Point','Missouri St.','Illinois St.','Evansville','UT Arlington','ULM','Ecclesia','Southern U.','Jackson St.','Florida A&M','Alabama A&M','Grambling','Ark.-Pine Bluff','Mississippi Val.','Texas Southern','Sam Houston','Louisiana Tech','New Mexico St.','Kennesaw St.','California Baptist','UIW','Prairie View','SMU','Longwood','Charleston So.','VMI','UNC Greensboro','San Jose St.','Utah St.','Colorado St.','Nevada','Boise St.','Hampton','Col. of Charleston','Rhode Island','Fordham','Richmond','Davidson','Bowling Green','Buffalo','Western Mich.','Ball St.','Detroit Mercy','Northern Ky.','Cleveland St.','Youngstown St.','SFA','Nicholls','Cincinnati','Alabama St.','Virginia-Lynchburg','N.C. Central','South Carolina St.','Jacksonville','Georgia','Tennessee Tech','SIUE','Green Bay','Robert Morris','Delaware','Hofstra','Stony Brook','Monmouth','NIU','Eastern Ill.','Valparaiso','Indiana St.','Fla. Atlantic','Seton Hall','DePaul','Southern Ind.','Southeast Mo. St.','Murray St.','Charlotte','Tulane','Southeastern La.','McNeese','Houston Christian','East Texas A&M','New Orleans','Iowa','UCLA','Minnesota','Michigan St.','Indiana','Chattanooga','Austin Peay','ETSU','Eastern Ky.','Pittsburgh','Notre Dame','Syracuse','Tennessee','Miami (FL)','Virginia Tech','Boston College','The Citadel','St. Andrews','Liberty','N.C. A&T','UNCW','Marshall','Louisiana','Troy','Miami (OH)','Vermont','Binghamton','UAlbany','Bryant','Grand Canyon','Hawaii','Cal Poly','UC San Diego','San Diego','Portland','Santa Clara','North Dakota St.','South Dakota St.'"
